Ambit_InchiKey,Original_Entry_ID,Entrez_ID,Activity_Flag,pXC50,DB,Original_Assay_ID,Tax_ID,Gene_Symbol,Ortholog_Group,SMILES
GTXFOEHPKNATLV-MQWAXTIMNA-N,44182375,1813,A,6.82391,pubchem,727075,9606,DRD2,1171,S1C=2C=C3C[C@H](NCC)CC3=CC2N=C1N
RVACPGPYDAFYTB-SREBMQDQNA-N,CHEMBL384069,1813,A,6.86,chembl20,393314,9606,DRD2,1171,C=1C=C2C(N=C(C=3C(N2NC(C4=CC(=CC=C4)OC)=O)=CC=C(C3)Cl)N5CCN(CC5)C)=CC1Cl
WQZFEWCVIZACIS-UHFFFAOYNA-N,CHEMBL1172212,1813,A,7.33,chembl20,642589,9606,DRD2,1171,C1=CC=C2SC(=CC2=C1)CN3CCC(CC3)(O)C4=CC=CC=C4
DFRZQKVBIWCZAV-SREBMQDQNA-N,44427840,1813,A,7.16494,pubchem,297330,9606,DRD2,1171,OC(CCN1CCN(CC1)C=2C(OC)=CC=CC2)CNC(=O)C3=CC=4CC=5C(C4C=C3)=CC=CC5
RTTAPDGDCXXJHV-ROGGENDUNA-N,CHEMBL3085822,1813,A,6.51,chembl20,1276332,9606,DRD2,1171,N1(CCN(CC1)C[C@H]2CC[C@@H](CC2)NC(OC(C)(C)C)=O)C3=C(C(=CC=C3)Cl)Cl
BKNMXUNXXKWRNR-VJSLDGLSNA-N,CHEMBL382568,1813,A,6.19,chembl20,331691,9606,DRD2,1171,N1C(N(C=C(C1=O)C(F)(F)F)CCCCN2CCN(C=3C=C(N=C(N3)C(C)(C)C)C(F)(F)F)CC2)=O
ORMDPKWYQLPSFI-LNNLXFCONA-N,16007816,1813,A,6.75203,pubchem,1125899,9606,DRD2,1171,S1(=O)C2=C(N(CC)C(=O)C3=C1C=CC=C3)C=C(C=C2)C(=O)NCC4=CC=C(C=C4)C
IKOXHMZXTCWMQE-LQFNOIFHNA-N,56597091,1813,A,7.18046,pubchem,698938,9606,DRD2,1171,ClC1=C(N2CCN(CC2)CCCCOC3=CC4=NNC=C4C=C3)C=CC=C1Cl
NDCFZCPGTKKFMD-LELJVTLKNA-N,44447007,1813,A,7.17393,pubchem,313953,9606,DRD2,1171,S1N=C(N2CCN(CCC3=CC=4C(NC(=O)C(C)C)CCC4C=C3)CC2)C5=C1C=CC=C5
CFBBXNURHJTUEK-UHFFFAOYNA-N,CHEMBL320114,1813,A,6.17,chembl20,60071,9606,DRD2,1171,C1(C=2C(=CC=CC2)CC3=C1C=CC=C3)OC4CC5CCC(N5C)C4
RHHXXLIDDWPLIK-XCXMHTFKNA-N,CHEMBL1276645,1813,A,8.28,chembl20,685575,9606,DRD2,1171,C=1(C(=C(C(=O)NC[C@H]2N(CCC2)CC)C(OC)=CC1)OC)C
BZKUYNBAFQJRDM-MRXNPFEDNA-N,CHEMBL281357,1813,A,6.28,chembl20,62883,9606,DRD2,1171,[C@@H]12C3=C(C=CC=C3CCN1C)C=4C(C2)=CC=CC4
ZKQICNMXIUPWFU-UHFFFAOYNA-N,25069355,1813,A,8.24033,pubchem,516804,9606,DRD2,1171,FC1=CC=2C(N3CCN(CC3)CCCCOC4=C(F)C=5C(=CNC5O)C=C4)=CC=CC2C=C1
VHRSWCTVFBWHKE-UHFFFAOYNA-N,92716,1813,A,5.72125,pubchem,61317,9606,DRD2,1171,OC=1C=C2C(N(CCC2=CC1O)C)CC3=CC(O)=C(O)C=C3
ICQQTHRTTLKFKA-PKRZOPRNNA-N,CHEMBL239067,1813,A,6.59,chembl20,449578,9606,DRD2,1171,C1(C(NCCCCN2CC3C=4C=CC=CC4CC5=C(N3CC2)C=CC=C5)=O)CCCCC1
YBCFDDCJLZVHPZ-LVSCZHILNA-N,49782792,1813,A,8.48149,pubchem,517792,9606,DRD2,1171,S1C2=C([C@@H](N3CCN(CC3)C)CC=4C1=CC=CC4)C=C(C=C2)CNC(=O)C
AYOYRQBAZIBAOY-LELJVTLKNA-N,CHEMBL1813597,1813,A,8.59,chembl20,760689,9606,DRD2,1171,N1(CCN(CC1)C2=CC=CC=C2OC)CCCOC3=CC=C4C=CC(=NC4=C3)O
CWPKTBMRVATCBL-SREBMQDQNA-N,CHEMBL522460,1813,A,5.58,chembl20,536127,9606,DRD2,1171,C1C(N2C(=NC=3C2=CC=CC3)O)CCN(C4CCN(CC4)CC5=CC=CC=C5C)C1
AGMWTWZTMQSDHF-UHFFFAOYNA-N,CHEMBL211135,1813,A,5.09,chembl20,367037,9606,DRD2,1171,C=1C(=NN2C=C(N=C2C1)CN3CCN(CC3)C4=CC=C(C=C4)Cl)Cl
KAPNJGZVRYPTJW-QVUQFMIFNA-N,CHEMBL109063,1813,A,9.3,chembl20,59904,9606,DRD2,1171,C1(=CCN(CC1)CCC#CC=2C=NC(=CC2)N)C=3C=CC=CC3
QWWLVVDOGURJDF-YNTSDMRYNA-N,CHEMBL1945294,1813,A,5.5,chembl20,800672,9606,DRD2,1171,C1=C(O)C=2N=C(SC2C(=C1)[C@@H](O)CNCCC3=CC=CC(=C3)CN4CCCC4)O
MNTHFSDLZXHALL-XXIXHZICNA-N,CHEMBL135387,1813,A,8.31,chembl20,59903,9606,DRD2,1171,N1(C2=NC=CC=C2)CCN(CC1)CC[C@H]3CC[C@H](NC(=O)C4=CC=CC=C4)CC3
FXZOIJYOTNRPAT-ABRSGTRQNA-N,CHEMBL341134,1813,A,7.63,chembl20,60074,9606,DRD2,1171,N1(C2=C(OC)C=CC=C2)CCN(CCCCNC(/C=C/C=3C=CC(=CC3)Br)=O)CC1
HGMQRIBEHJQILA-MEDUHNTENA-N,CHEMBL27132,1813,A,7.41,chembl20,52596,9606,DRD2,1171,C=12C3=C4C=CC=C3C[C@@H]5C1C(CCN5C)=CC=C2[C@H]4C
XTHUIXNTYMTWQC-WKAABZQDNA-N,11394557,1813,A,8.88606,pubchem,1113286,9606,DRD2,1171,O(CCN1CCN(CC1)C=2C(OC)=CC=CC2)C=3C=C4NC(O)=NC4=CC3
HGHMYQHNOCBXIF-MRXNPFEDNA-N,CHEMBL105172,1813,A,7.02,chembl20,62961,9606,DRD2,1171,N1(C(CN2CCN(CC2)CC=3C(=CC=C(C3)Cl)Cl)=O)[C@@H](CC4=C1C=CC=C4)C
KPEURFNDOXZGIZ-XRXRYMQXNA-N,CHEMBL2299001,1813,A,7.58,chembl20,932187,9606,DRD2,1171,C1=C2C(=CC(=C1)OCCN3CCN(CC3)C4=CC=CC(=C4)C(F)(F)F)N=C(N2)O
GQRXUEXACDINRE-UHFFFAOYNA-N,CHEMBL516944,1813,A,5.0,chembl20,539302,9606,DRD2,1171,C1C2=C(C(CC1CN3CCN(C(C=4C=CC(=CC4)F)=O)CC3)=O)C=CO2
CDDVHWKFFCJTOZ-HXTKINSTNA-N,CHEMBL126439,1813,A,7.27,chembl20,60074,9606,DRD2,1171,N1=C(C(=O)NCCCCN2CCN(CC2)C3=C(OC)C=CC=C3)C=CC=4C1=CC=CC4
PYPVMGCWFRRKNC-KRWDZBQONA-N,CHEMBL90739,1813,A,6.54,chembl20,60046,9606,DRD2,1171,C1(=C(C2=CC=CC=C2N1)CCN3[C@@H](C)CCCC3)C4=CC=CC=C4
CENKWGKLFBMCTM-CAKMTQNUNA-N,11282073,1813,A,7.9914,pubchem,238642,9606,DRD2,1171,ClC1=C(N2CCN(CC2)C/C=C/CNC(=O)C3=C(Cl)C=CC=C3)C=CC=C1Cl
UZZUNWBAZUITJX-VOTSOKGWNA-N,CHEMBL201557,1813,A,6.6,chembl20,332997,9606,DRD2,1171,C=1C=CC=2N(C(CCC2C1)=O)C/C=C/CN3CCN(CC3)C=4C=C(N=C(N4)C(C)(C)C)C(F)(F)F
YICMRDZOCUCKAX-UHFFFAOYNA-N,71653289,1813,A,5.42022,pubchem,736004,9606,DRD2,1171,S(=O)(=O)(C1CCCC1)C=2C=C(C3CCN(CC3)CCC)C=CC2
USIMZAIRLDAIQJ-LQFNOIFHNA-N,CHEMBL160357,1813,A,9.4,chembl20,859679,9606,DRD2,1171,N1C=2C=C(OCCCCN3CCN(CC3)C=4C=CC=CC4)C=CC2CCC1=O
XARLOJXBQSKXEP-VJSLDGLSNA-N,CHEMBL212402,1813,A,6.76,chembl20,393314,9606,DRD2,1171,C=1C=C2C(N=C(C=3C(N2NC(C4=CC(=CC=C4)C#N)=O)=CC=C(C3)Cl)N5CCN(CC5)C)=CC1Cl
TXDNMFSXILPGFK-LBOYIXSDNA-N,53248211,1813,A,6.5544,pubchem,597451,9606,DRD2,1171,ClC1=C(N2CCN(CC2)CC(F)CCNC(=O)C=3OC4=C(C3)C=C(OC)C=C4)C=CC=C1Cl
UFOYCFLCNQFALX-LNNLXFCONA-N,16007814,1813,A,7.0521,pubchem,624496,9606,DRD2,1171,S1(=O)C2=C(N(CC)C(=O)C3=C1C=CC=C3)C=C(C=C2)C(=O)NCC4=CC=C(OC)C=C4
TUSYNOYQWBWIFT-AIKVUNIUNA-N,CHEMBL484732,1813,A,6.11,chembl20,501713,9606,DRD2,1171,C1C[C@@H]2[C@H](OCCN2CCC)C3=C1C=C4C(=C3)C(NCC4)=O
ANOQJCMMWZANCH-UHFFFAOYNA-N,CHEMBL3287394,1813,A,8.03,chembl20,1364909,9606,DRD2,1171,C1=2C=CC=CN1N=C(C2)OCCCCN3CCN(CC3)C=4C(=C(C=CC4)Cl)Cl
VBTFJGYCISLKEQ-UHFFFAOYNA-N,11776546,1813,A,7.12033,pubchem,63222,9606,DRD2,1171,O(CCNCC1=CC=CC=C1)C2=CC(O)=CC=C2
XLHGDHLCZBHDRQ-MRXNPFEDNA-N,76325149,1813,A,10.5003,pubchem,1067756,9606,DRD2,1171,IC=1C=C(CNC[C@@H]2OC=3C(CC2)=CC=C(O)C3)C=CC1
XVAIBFITQWHLML-NZQKXSOJNA-N,CHEMBL598949,1813,A,5.86,chembl20,609909,9606,DRD2,1171,C=1(Cl)C(=CC=2[C@@H]3[C@@H](N(C)CCC2C1)CCC4=C3C=CC=C4N5C(CCC5)=O)O
RJMSGXDIYNWHBQ-BYWUEFSGNA-O,CHEMBL1689346,1813,A,8.6,chembl20,735870,9606,DRD2,1171,C1(NC(C([NH3+])CC=2C=CC=CC2)=O)C(CN(C1=O)CC(=O)O)CC(O)=O
VSXXARZLBDXALT-UHFFFAOYNA-N,CHEMBL400027,1813,A,5.6,chembl20,443667,9606,DRD2,1171,C1=CC=C2N(C3=C(C=CC(C(F)(F)F)=C3)SC2=C1)CCCN4CC(OC(C4)C)C
LSIUKLXQSPBSEE-LELJVTLKNA-N,CHEMBL252230,1813,A,6.57,chembl20,461980,9606,DRD2,1171,C1=CC=2C(=NSC2C=C1)N3CCN(CCC4=CC5=C(C=C4)C(CC5)NC(C6CC6)=O)CC3
JPSSDJSKUUWHMS-CYGODWOONA-N,CHEMBL3084507,1813,A,5.68,chembl20,538660,9606,DRD2,1171,[C@@H]12N([C@@H](CC1)C[C@](O)(C3=C(C=CC=C3)OC)C2)CC4=CNC=5C4=CC=CC5
GHZCAYNGRYIDPW-GOSISDBHNA-N,CHEMBL328119,1813,A,7.14,chembl20,63040,9606,DRD2,1171,S(C(F)(F)F)(OC1=CC([C@H]2CN(CCC3=CC=CC=C3)CCC2)=CC=C1)(=O)=O
RWDSDWDANDUVKH-NSJMMFDCNA-N,CHEMBL238859,1813,A,5.88,chembl20,449578,9606,DRD2,1171,C1=CC2=C(C=C1)CC3=C(C=CC=C3)N4CCN(CC42)CCCCNC(C5=CC=6C(C=C5)=CC=CC6)=O
RXIFDJMCJKEING-MGBGTMOVNA-N,CHEMBL1684133,1813,A,6.11,chembl20,728875,9606,DRD2,1171,N1(CCN(CC1)C=2C=CC=CC2OC)CCC3=CN(N=N3)CCCOC4=CC=CC5=C4C6=CC=CC=7CCN([C@@H](C76)C5)CCC
VEJVQTWUKUQWPK-KBRIMQKVNA-N,CHEMBL2158636,1813,A,6.31,chembl20,856121,9606,DRD2,1171,C1(=C(C=C2CC[C@@H]3[C@@H](C2=C1)C[C@H](CN3)C=4C=CC(=CC4)O)O)O
SADINNCCSGYOKM-ODLSZUTENA-N,CHEMBL390297,1813,A,6.52,chembl20,439028,9606,DRD2,1171,C1=CC2=C3C(C[C@H]4N(CC(C=C4C3=C1)C(NC(C(=O)NC(C(=O)N5CC(CCC5)C(=O)N)CCC6CCCCC6)CC7=CC=C(C=C7)N(=O)=O)=O)C)=CN2
PHDDUIXSXSRRQU-VJSLDGLSNA-N,44447012,1813,A,8.30103,pubchem,313953,9606,DRD2,1171,ClC=1C=CC(C(=O)NC2C3=C(CC2)C=CC(CCN4CCN(CC4)C5=NSC6=C5C=CC=C6)=C3)=CC1
DYNZZJVVWIREMG-HXTKINSTNA-N,CHEMBL391042,1813,A,6.88,chembl20,449668,9606,DRD2,1171,C(NCCCCCN1CCN(CC1)C=2C=CC=CC2OC)(C=3C=CC(=CC3)C#C)=O
DPLNSFBAHKTNGS-LELJVTLKNA-N,CHEMBL485227,1813,A,5.33,chembl20,536696,9606,DRD2,1171,C1(=CC=C(C=C1)C2=CC=CC=C2)C(=O)NCCCCN(CCC)C3CCCCC3
MONABEPWKHXIEW-UHFFFAOYNA-N,44407363,1813,A,7.03152,pubchem,260206,9606,DRD2,1171,FC(F)(F)C1=NC(=NC(N2CCN(CC2)CCCCN3C=4C(CCCC3=O)=C(O)C=CC4)=C1)C(C)(C)C
AXDZGPVPBMNCMT-SREBMQDQNA-N,CHEMBL253233,1813,A,7.66,chembl20,461979,9606,DRD2,1171,C1=CC=2C(=NSC2C=C1)N3CCN(CC3)CCC4=CC=C5C(=C4)C(CC5)NC(=O)C=6C=CC=CC6
MHHLELSXRBTNRD-OCCSQVGLNA-N,CHEMBL566133,1813,A,7.23,chembl20,59890,9606,DRD2,1171,C1=CC2=C(C(=C1)O)CC[C@H]3[C@@H]2CCN3CC=C
UJDUEYVURZHWBC-UHFFFAOYNA-N,44438215,1813,A,5.37008,pubchem,305314,9606,DRD2,1171,ClC1=CC=C(C2(O)CN(CCC2)CC=3C=4C(NC3)=CC=CC4)C=C1
UCVKKWQVIIHPLH-CYBMUJFWNA-N,CHEMBL124419,1813,A,6.58,chembl20,61456,9606,DRD2,1171,C=12C=3C4=CC=CC3C(OC1C=CC5=C2[C@H](N(C)CC5)C4)=O
UOVZXNPDZHFAHL-UHFFFAOYNA-N,CHEMBL392822,1813,A,6.42,chembl20,453340,9606,DRD2,1171,C1=CC=C2NC=C(C2=C1)CN3CCC(CC3)(C4=CC=CC=C4Cl)O
IEANVAFYLZJSPC-GHUXMTMINA-N,CHEMBL398175,1813,A,6.98,chembl20,445356,9606,DRD2,1171,C=1C=CC(=C(C1Cl)Cl)N2CCN(CC2)C/C=C/CNC(=O)C=3C=CC(=CC3)C=4N=C(C=CC4)C
QOJPLENOSRBEDN-UMVBOHGHNA-N,CHEMBL138989,1813,A,6.48,chembl20,61289,9606,DRD2,1171,C1=2C[C@@H](C(N3[C@H](C)C[C@H]3C)=O)CN(C1=CC=4C=5C2C=CCC5NC4)C
VUZROXDIJDWGAH-UZTFXREKNA-N,CHEMBL127654,1813,A,7.82,chembl20,60074,9606,DRD2,1171,N1(C2=C(OC)C=CC=C2)CCN(CC1)CCCCNC(/C=C/C=3C(Cl)=CC=CC3)=O
VFLJXRCSXJBPAE-HXTKINSTNA-N,CHEMBL316125,1813,A,7.08,chembl20,60061,9606,DRD2,1171,C=1(N(C(C)=C(N1)C2=CC=CC=C2)C3CCN(CC3)CC4CCCCC4)O
MVVUJPWQKLPZEE-LKHHGCNMNA-N,CHEMBL272340,1813,A,6.41,chembl20,469779,9606,DRD2,1171,C=1C(=C(C=CC1)N2CCN(C3CCC(CC3)NC(NC=4C=CC=CC4OC)=O)CC2)OC(C)C
ASGPPKHUWWRTLM-UHFFFAOYNA-N,9995378,1813,A,5.49485,pubchem,64669,9606,DRD2,1171,O1C(C2=CN(C3CCN(CC3)CC4=CC=CC=C4)C=C2)=CN=C1
NEHVHHWJJCTLTA-HOTGVXAUNA-N,CHEMBL485127,1813,A,6.3,chembl20,501713,9606,DRD2,1171,C1C[C@H]2[C@@H](OCCN2CCC)C3=CC=4C(C=C31)=CNC4O
RCRAYIPXTHUIJR-SREBMQDQNA-N,CHEMBL478034,1813,A,5.95,chembl20,536127,9606,DRD2,1171,C1C(N2C(O)=NC=3C2=CC=CC3)CCN(C4CCN(CC4)CC5=CC=CC=C5N(=O)=O)C1
GGEDSWLSSJZGKV-YSURXRAFNA-N,CHEMBL282925,1813,A,8.89,chembl20,685575,9606,DRD2,1171,C1(C(NC[C@H]2N(CCC2)CC)=O)=C(C(CC)=CC=C1OC)OC
JGRQIRDAIIUUCX-UHFFFAOYNA-N,45270903,1813,A,7.59998,pubchem,447411,9606,DRD2,1171,ClC=1C=C(N2CCN(CCN3CC4CCC(CC4)C3)C2=O)C=CC1
XGXHANFTDNWBFA-UHFFFAOYNA-N,10472158,1813,A,5.30103,pubchem,447771,9606,DRD2,1171,ClC=1C=C(S(=O)(=O)C=2C=3C(N(C2)CCN)=NC=CC3)C=CC1
NCXICMCRAZHQIK-UHFFFAOYNA-N,CHEMBL378543,1813,A,5.31,chembl20,393314,9606,DRD2,1171,C1=C(Cl)C=C2N=C(N3CCN(CC3)C)C=4C(=CC=CC4)N(C(=O)C=5C(=CC=CC5)C)C2=C1
AKTQSTPCOLTVQO-LQFNOIFHNA-N,44317200,1813,A,6.55284,pubchem,61318,9606,DRD2,1171,O(C=1C(N2CCN(CC2)CCCN=C3NC4=C(OC3)C=CC=C4)=CC=CC1)C
UVDKNORLEFTOMX-LQFNOIFHNA-N,57383411,1813,A,6.85078,pubchem,1125899,9606,DRD2,1171,ClC1=CC=C(CNC(=O)C2=CC=3N(C(=O)C4=C(S(=O)C3C=C2)C=CC=C4)C)C=C1
KCDYLYMPNGUYNO-JDXOEITONA-N,CHEMBL282375,1813,A,5.44,chembl20,61451,9606,DRD2,1171,C=12C3=C4C=CC=C3C[C@@H]5C1C(=CC=C2[C@@H]4NC(=O)C)CCN5C
FAAVUZJXYXGQAR-LQFNOIFHNA-N,CHEMBL152576,1813,A,5.95,chembl20,60208,9606,DRD2,1171,C=1(C(N2CCN(CC2)CCCNC(C3=CC(OC)=CC=C3)=O)=CC=CC1Cl)Cl
AXPWNFAVTPIWHV-QIDMFYOTNA-N,25129807,1813,A,7.47625,pubchem,390631,9606,DRD2,1171,ClC1=CC=C(C2(O)C[C@H]3N([C@@H](C2)CC3)CC=4C=5C(NC4)=CC=CC5)C=C1
PGNHBJGIQAEIHD-UHFFFAOYNA-N,CHEMBL292187,1813,A,9.38,chembl20,61118,9606,DRD2,1171,N1C(=CC=C1CN2CCN(CC2)C=3C=4OC=CC4C=CC3)C5=CC=C(C=C5)F
XNXQFTTXHFQTRX-UHFFFAOYNA-N,CHEMBL59103,1813,A,6.96,chembl20,60202,9606,DRD2,1171,C1(=CNC2=C1C=CC=C2)CN3CCC(CC3)C4=CC=CC=C4
BCTPODDQZONFKA-CQSZACIVNA-N,CHEMBL135357,1813,A,8.15,chembl20,60070,9606,DRD2,1171,C1=2O[C@@H](CNCC=3C=CC=CC3)CCC1=CC(Cl)=C(C2)O
CRZNBNPCQMURSC-PKRZOPRNNA-N,44415578,1813,A,6.20066,pubchem,270038,9606,DRD2,1171,ClC1=CC=2N=C(N3CCN(CC3)C)C4=C(N(NC(=O)C5=CC=CN=C5Cl)C2C=C1)C=CC=C4
CHZUEGVOEFMIJH-ZKRSMWHSNA-N,CHEMBL2432039,1813,A,5.25,chembl20,985425,9606,DRD2,1171,C12C3C4C1C5C4C3C25CN[C@@H]6C7C8C9C6C%10C(C8C7C%10)C9
VQKRNRNICNEGLE-GXFFZTMANA-N,CHEMBL349843,1813,A,5.59,chembl20,58606,9606,DRD2,1171,S(C(F)(F)F)(OC1=C2C([C@H](C)[C@@H](CC2)NCCC)=CC=C1)(=O)=O
VQPCZLCMOKJHPB-NUWNQECJNA-N,CHEMBL602659,1813,A,5.67,chembl20,609556,9606,DRD2,1171,C=1(Cl)C(O)=CC2=C(CCN([C@@H]3[C@@H]2C=4C(CC3)=C(C=CC4)NC(C5CC5)=O)C)C1
KTLWNSMULUTOGN-UHFFFAOYNA-N,60165537,1813,A,6.00436,pubchem,663605,9606,DRD2,1171,S1C(=NC=2C1=CC=CC2)CCCCN3CC=4C(C3)=CC=CC4
BGJKTPLCXOXWJT-UHFFFAOYNA-N,CHEMBL556035,1813,A,5.68,chembl20,59785,9606,DRD2,1171,C=1(C(C2(OC1)CCN(CC2)CCC3=CC=CC=C3)=O)C4=CC=C(C=C4)OC
PEZCNTUYUBESMV-HXTKINSTNA-N,72736383,1813,A,6.83,pubchem,1054309,9606,DRD2,1171,ClC1=C(N2CCN(CC3CCC(CC3)CNC(OC(C)(C)C)=O)CC2)C=CC=C1Cl
RARDZQWGAVAIAO-UHFFFAOYNA-N,CHEMBL593744,1813,A,7.8,chembl20,605062,9606,DRD2,1171,C1=CC=C2N=C(N(C2=C1)C)CN3CCC(CC3)C4=CC=C(C=C4)Cl
PFNUVBPVMKJIAZ-UHFFFAOYNA-N,CHEMBL1214895,1813,A,5.34,chembl20,649646,9606,DRD2,1171,C=1(OC2=CC=CC=C2C1)CN3CCN(CC=4C=C(OCC)C=CC4)CC3
RZIVHWYBTWTWME-MPIMZMORNA-N,CHEMBL3299091,1813,A,5.69,chembl20,1369049,9606,DRD2,1171,C(NCCCCCN1CCC(CC1)(C=2C=CC(=CC2)Cl)O)(=O)OC(C)(C)C
MOXRKUZTWOCHHC-UHFFFAOYNA-N,90644075,1813,A,7.20066,pubchem,1152669,9606,DRD2,1171,S(=O)(=O)(NCCCN1CCN(CC1)C2=NOC3=C2C=CC=C3)C4=CC=C(OC(F)(F)F)C=C4
