Ambit_InchiKey,Original_Entry_ID,Entrez_ID,Activity_Flag,pXC50,DB,Original_Assay_ID,Tax_ID,Gene_Symbol,Ortholog_Group,SMILES
JNZNIWXTQKSJBP-PXNSSMCTNA-N,44319369,1813,A,6.49485,pubchem,61488,9606,DRD2,1171,O1[C@H]([C@@H](N=C1C=2C=CC=CC2)CN3CCN(CC3)C4=CC=CC=C4)C
VNSQNNPGGZXQAN-HXTKINSTNA-N,CHEMBL1802360,1813,A,9.3,chembl20,849495,9606,DRD2,1171,C=1C=CC=C2N(C(=NC12)O)C3CCN(CC3)CCCOC4=CC=C(C=C4)F
MOILCHAIWOKCMX-PTIQDJESNA-N,11995339,1813,A,5.30103,pubchem,271723,9606,DRD2,1171,O1[C@@H](C[C@H]([C@@H]2[C@@]3([C@@H](CC2)/C(/CCC3)=C/C=C\4/C[C@@H](O)[C@@H]([C@H](O)C4=C)C)C)C)[C@H](CCCC)C(C1=O)=C
FZAIKTLYRKPDGL-UHFFFAOYNA-N,CHEMBL234030,1813,A,5.16,chembl20,443667,9606,DRD2,1171,C1(=CC=C2N(CC3CCCN(C3)C)C4=C(C=CC=C4)SC2=C1)N5CCOCC5
MEHMCAALFDXXGP-UHFFFAOYNA-N,CHEMBL201584,1813,A,6.03,chembl20,327096,9606,DRD2,1171,C1=CC=C2NC=3CC(CCN(CCC3C2=C1)C)C4=CC=CC=C4
QCDCMDPVHPUROA-HXTKINSTNA-N,CHEMBL1080046,1813,A,7.0,chembl20,622565,9606,DRD2,1171,C1=CC2=C(CCN(CC2)CC3=CC=NN3)C=C1NS(=O)(C4=CC=C(C=C4)CCCC)=O
IGSCNTHMJYUKQD-UHFFFAOYNA-N,CHEMBL3104521,1813,A,6.75,chembl20,1283981,9606,DRD2,1171,C=1(C=CC2=C(C1)C(C(CC2)CCN3CCN(CC3)C4=C(C=CC=C4)OC)O)N
RXPBJKRWQYAHSE-UHFFFAOYNA-N,CHEMBL556478,1813,A,6.6,chembl20,577523,9606,DRD2,1171,N1(C2=CC=C3SC=CC3=C2)CCN(CCN4CC5=CC=CC=C5C4)C1=O
VHGJUQQIEONLSG-UHFFFAOYNA-N,CHEMBL234219,1813,A,5.6,chembl20,443667,9606,DRD2,1171,C1=C(C2=CC=CC=C2)C=C3N(CC4CCCN(C4)C)C5=C(C=CC=C5)SC3=C1
GXZWKZAOGQRNTL-UHFFFAOYNA-N,56944383,1813,A,8.74473,pubchem,1152685,9606,DRD2,1171,S(=O)(=O)(NCCCCN1CCC(CC1)C2=NOC=3C2=CC=C(F)C3)C=4SC=5C(C4)=CC=CC5
CASUKCWJIMZQFD-LQFNOIFHNA-N,44591086,1813,A,6.23062,pubchem,392765,9606,DRD2,1171,ClC1=CC=C(C2(O)CC3N(C(C2)CC3)CC=4C=5C(NC4)=NC=CC5)C=C1
QUCXOFSWCJSLHA-QWOVJGMINA-N,CHEMBL347155,1813,A,6.1,chembl20,58456,9606,DRD2,1171,N1C=2C(=CC=CN2)C=C1CCN3CCN(CC3)C4=CC=C(C=C4)Cl
SVNHWLZUROYKTP-WOGYLHTHNA-N,CHEMBL604129,1813,A,6.25,chembl20,609556,9606,DRD2,1171,C=1(Cl)C(O)=CC2=C(C1)CCN(C)[C@@H]3[C@@H]2C=4C(CC3)=C(C=CC4)NC(NC=5C(=CC=CC5Cl)Cl)=O
BAJOTSCRNKRKED-HVXXBKQBNA-N,CHEMBL118636,1813,A,6.3,chembl20,61638,9606,DRD2,1171,N1=C(SC=2C1=CC=C3CC(CC23)N(CCC)CCC)N
CSQTYZHHBNDDMS-LELJVTLKNA-N,53248210,1813,A,6.56225,pubchem,597451,9606,DRD2,1171,FC(CN1CCN(CC1)C=2C(OC)=CC=CC2)CCNC(=O)C=3OC4=C(C3)C=C(OC)C=C4
PXSNASRAIMXQPZ-UHFFFAOYNA-N,CHEMBL107804,1813,A,5.52,chembl20,62962,9606,DRD2,1171,N1(C(CN2CCN(CC2)CC3=CC(F)=CC(=C3)F)=O)C(CC4=C1C=CC=C4)C
QSFCVDVZBPPRDF-KDOFPFPSNA-N,CHEMBL284959,1813,A,5.04,chembl20,60213,9606,DRD2,1171,C1=2[C@@H]3C=4C(=CC(=C(C4)O)O)CC[C@H]3NCC1=NC(=C(C2)C)C
JYLNFWODPITKFP-UHFFFAOYNA-N,CHEMBL244275,1813,A,6.6,chembl20,446342,9606,DRD2,1171,C=1C(C=2OC(=CN2)C)=CC=3CCN(CCC3C1)CCCSC4=NN=C(N4C)C5=CC=CS5
GYJUQRIRWMPONQ-UHFFFAOYNA-N,CHEMBL498774,1813,A,6.67,chembl20,555734,9606,DRD2,1171,C=1C(OC(F)(F)F)=C(CCN(CC)CCN2CCCCC2)C=CC1
NJTHDWRTKWUXOY-UHFFFAOYNA-N,CHEMBL2443006,1813,A,5.57,chembl20,989367,9606,DRD2,1171,N1=NN(C=C1CN2CCN(CC2)C=3C(=CC=CC3)OC)C4=CC=C(C=C4)OCCOCCOCCF
DYVLYWKEJHHXOH-TYZXPVIJNA-N,CHEMBL25359,1813,A,8.62,chembl20,59890,9606,DRD2,1171,[C@H]12N(CCC1CC3=C(O)C=CC=C3C2)CCC
QYSHFCPJVHYHPL-WAJUIFDXNA-N,CHEMBL3134063,1813,A,6.58,chembl20,1299833,9606,DRD2,1171,[C@@H]12C=3C(=CC=CC3CCN1C)C=4C(C2)=CC=C(OCCCNC(CCCCCNC(OC(C)(C)C)=O)=O)C4O
BCILWQXSVGKZKK-UHFFFAOYNA-N,CHEMBL99355,1813,A,6.71,chembl20,61630,9606,DRD2,1171,S=1(C2=C(CC(CC2)=O)C3=C(C1)N(CCO3)CCC)O
RZEKVGVHFLEQIL-QVUQFMIFNA-N,CHEMBL118,1813,A,5.7,chembl20,1275967,9606,DRD2,1171,S(C1=CC=C(C=C1)N2C(C3=CC=C(C)C=C3)=CC(C(F)(F)F)=N2)(N)(=O)=O
RTRBUDIKCGJLKP-VAWYXSNFNA-N,CHEMBL86129,1813,A,6.29,chembl20,58461,9606,DRD2,1171,C1(=NC2=CC=CC=C2N1C/C=C/CN3C(=NC=4C3=CC=CC4)C=5C=CC(=CC5)OCCCN6CCCCC6)C7=CC=C(C=C7)OCCCN8CCCCC8
BQJVXLMFXRFJSZ-LELJVTLKNA-N,11577696,1813,A,6.85078,pubchem,258949,9606,DRD2,1171,O(C=1C(N2CCN(CC2)CCCCNC(=O)C=3C=CC(N4CCOCC4)=CC3)=CC=CC1)C
GJXPGIMBBKOOPF-UODFVNKQNA-N,CHEMBL338841,1813,A,6.79,chembl20,60074,9606,DRD2,1171,N1(C2=C(OC)C=CC=C2)CCN(CC1)CCCCNC(/C=C/C3=CC(I)=CC=C3)=O
RJXYBXCQVVCCAR-CYBMUJFWNA-N,CHEMBL492689,1813,A,7.38,chembl20,539302,9606,DRD2,1171,C1=CC(=CC=2ON=C(C21)C3CCN(C[C@H]4CC5=C(C(C4)=O)C=CO5)CC3)F
VCCRNQWQVWFKOO-UHFFFAOYNA-N,CHEMBL328595,1813,A,7.17,chembl20,60046,9606,DRD2,1171,C1(=C(C2=CC=CC=C2N1)CCN(CC)C)C3=CC(F)=CC=C3
OJGCUCNESMAFSG-UHFFFAOYNA-N,CHEMBL560650,1813,A,5.0,chembl20,577523,9606,DRD2,1171,C1=CC=C2CN(CC2=C1)CCN3CCN(C3=O)CC4=CC(=C(C=C4)Cl)Cl
IGIPSUCYDDNAQY-GICQTYJWNA-N,57383434,1813,A,7.1521,pubchem,624496,9606,DRD2,1171,S1(=O)C2=C(N(CC)C(=O)C3=C1C=CC=C3)C=C(C(=O)N[C@@H](C4=CC=5C(C=C4)=CC=CC5)C)C=C2
MHRUHQSEUXHBOR-UHFFFAOYNA-N,CHEMBL365605,1813,A,7.62,chembl20,320895,9606,DRD2,1171,C12=C(N3CCN(CC3)CCCC=4C5=C(C=CC=C5Cl)NC4)C=CC=C1OCCO2
XODYFOOKKAGIOI-NSJMMFDCNA-N,CHEMBL213466,1813,A,6.57,chembl20,393314,9606,DRD2,1171,C=1C=C2C(=CC1Cl)N=C(C=3C(N2NC(C4=C(C(=C(C(=C4)F)F)F)F)=O)=CC=C(C3)Cl)N5CCN(CC5)C
FDQXLORJWMWFGU-XBXBPLPCNA-N,CHEMBL328667,1813,A,6.82,chembl20,60061,9606,DRD2,1171,N(C=1N=CC=C2C1C=CC=C2)C(NC3CCN(CC3)CC4=CC=CC=C4)=O
YWGRHHHDROUELZ-OKPOJWAQNA-N,44436765,1813,A,5.8041,pubchem,301552,9606,DRD2,1171,S1C(C(=O)NCCCCN2CCC(N(CC3=CC=CC=C3)C4=CC=CC=C4)CC2)=CC=5C1=CC=CC5
WIDARYDIQORZIK-UHFFFAOYNA-N,CHEMBL107384,1813,A,6.05,chembl20,60218,9606,DRD2,1171,N1(C(CN2CCN(CC2)CC3=CC=C(C=C3)Cl)=O)C4=C(C=CC=C4)C(C1C)(C)C
QLOFPPKCJSHBIO-UHFFFAOYNA-N,CHEMBL211026,1813,A,6.07,chembl20,357152,9606,DRD2,1171,N1(CCN(CC1)CC=2N=NN(C2)C=3C=CC=CC3)C=4C=CC=CC4
QMIUZKMFRCDUKI-UHFFFAOYNA-N,CHEMBL238917,1813,A,8.21,chembl20,448363,9606,DRD2,1171,C=1C=CC=2S(N(C(C2C1)=O)CCCCN3CCN(CC3)C4=CC=CC=C4OC)(=O)=O
XRCQNHQVZIQOBE-SZPZYZBQNA-N,CHEMBL233816,1813,A,7.0,chembl20,444279,9606,DRD2,1171,C1CN(CCN1C2=C(C=CC=C2)OC(C)C)[C@@H]3CC[C@@H](CC3)NS(C4=C(C=CC(=C4)Cl)OC)(=O)=O
BZXKTPMEZNZORO-UGSDOXPCNA-N,CHEMBL367720,1813,A,7.51,chembl20,302736,9606,DRD2,1171,C=1(C(N2CCN(CC2)C/C=C/CNC(=O)C=3C=CN=CC3)=CC=CC1Cl)Cl
JFFIIIVILGKQSZ-LQFNOIFHNA-N,CHEMBL313851,1813,A,6.88,chembl20,61802,9606,DRD2,1171,N1=C(NC2=C1C=3OC(CNCC4=CC=CC=C4)CCC3C=C2)C(F)(F)F
ZJJIQUHCGDZWEL-GOSISDBHNA-N,CHEMBL147159,1813,A,8.66,chembl20,61613,9606,DRD2,1171,C1(C=2C=CC(=CC2)O)=C[C@H](CN3CCC(=CC3)C=4C=CC(=CC4)O)CCC1
XUBVWPDKERMCAP-LELJVTLKNA-N,CHEMBL1774540,1813,A,6.52,chembl20,747602,9606,DRD2,1171,N(C(C1=CC=2C(N1)=CC=C(C2)OC)=O)CCC(F)CN3CCN(CC3)C=4C=CC=CC4OC
LOCFLSUOTBZXEU-UHFFFAOYNA-N,CHEMBL554738,1813,A,7.3,chembl20,598589,9606,DRD2,1171,C1=CC=C(N2CCN(CCN(CC=3SC4=C(C3)C=CC=C4)C)C2=O)C=C1Cl
VCYJYQQXTOICSB-VJSLDGLSNA-N,CHEMBL110411,1813,A,6.66,chembl20,60071,9606,DRD2,1171,C=12C=3C(=CC=CC3)CC1C=CC(C(=O)NCCCCN4CCN(CC4)C5=C(C(Cl)=CC=C5)Cl)=C2
NVQDXWHJCOYHFG-UHFFFAOYNA-N,CHEMBL184073,1813,A,5.38,chembl20,302602,9606,DRD2,1171,N1(CCN(CC1)CCOC=2C(CC=3C=CC=CC3)=CC=CC2)C4=CC=CC=C4
YZGKJDAFHUVRRH-VIWKEYJLNA-N,CHEMBL1945293,1813,A,5.0,chembl20,800672,9606,DRD2,1171,C1=C(O)C=2N=C(SC2C(=C1)[C@@H](O)CNCCC3=CC=C(C=C3)CNCCOC)O
ABRFKTAFRQVZBR-YGPBECBDNA-N,CHEMBL105512,1813,A,7.24,chembl20,60238,9606,DRD2,1171,N1=C(SC2=C1CCC(N(CCC)CCC)C2)N
XKGPHJMKJBEURD-UHFFFAOYNA-N,CHEMBL3104093,1813,A,5.0,chembl20,1283842,9606,DRD2,1171,C12=C(CCN3C=4C1=CC=CC4C5=C3CCN(C5)C)C=CC=C2
XVYIADYYFNGCJZ-SYOGVOKINA-N,71458040,1813,A,6.55284,pubchem,61309,9606,DRD2,1171,N1(CCC(=CC1)/C=C/C2=CC=CC=C2)CCC=3C=4C(NC3)=NC=CC4
MNVXJRRRFDLIDB-UHFFFAOYNA-N,CHEMBL292943,1813,A,7.3,chembl20,59914,9606,DRD2,1171,C=1(N2CCN(CC2)CC3=CC(C=4C=CC(=CC4)OC)=CC=C3)N=CC=CN1
CNFWITKOFBJCHE-UHFFFAOYNA-N,792584,1813,A,6.59346,pubchem,767067,9606,DRD2,1171,O(C=1C(N2CCN(CC2)CC3=CC=CN=C3)=CC=CC1)CC
HANNICWFQHRKPX-UHFFFAOYNA-N,CHEMBL96462,1813,A,5.3,chembl20,61627,9606,DRD2,1171,N1(C2=CC=C(C=C2)Cl)CCN(CC1)CCNCC=3C=C(OC)C=CC3
RTLWHVNMZFCSDU-UHFFFAOYNA-N,CHEMBL3289649,1813,A,5.51,chembl20,1365236,9606,DRD2,1171,N1(CCN(CC1)C2=CC=C(C=C2)Cl)CCCCCC=3OC4=CC=CC=C4N3
VIYCCCHLLWDXDN-UHFFFAOYNA-N,CHEMBL3289975,1813,A,7.26,chembl20,1366809,9606,DRD2,1171,S(=O)(=O)(NCCCN1CCN(CC1)C2=NOC=3C2=CC=CC3)C4=CC=CS4
BYFBIHGWAJPFIB-UHFFFAOYNA-N,CHEMBL1081587,1813,A,7.5,chembl20,622007,9606,DRD2,1171,C1C2(C3=CC=C(C(=C3)C(F)(F)F)F)C(CN1CCCSC4=NN=C(C5=C(N=CO5)C)N4C)C2
DYVLYWKEJHHXOH-GXTWGEPZNA-N,CHEMBL281614,1813,A,6.04,chembl20,59890,9606,DRD2,1171,[C@H]12N(CC[C@H]1CC=3C(O)=CC=CC3C2)CCC
PUAJJDPOGQASSI-VJSLDGLSNA-N,44415835,1813,A,5.25485,pubchem,270276,9606,DRD2,1171,ClC1=CC=2N=C(N3CCN(CC3)C)C4=C(N(NC(=O)C5=CC(OC)=C(OC)C(OC)=C5)C2C=C1)C=CC=C4
UGBHWDCXHHTYMY-JJGLJXONNA-N,CHEMBL309727,1813,A,8.3,chembl20,58455,9606,DRD2,1171,C1(C(N[C@H]2CC[C@H](CCN3CCN(CC3)C=4C(=C(Cl)C=CC4)Cl)CC2)=O)=CSC=C1
SNFLVHDMWFYRRB-UHFFFAOYNA-N,CHEMBL143355,1813,A,6.27,chembl20,61813,9606,DRD2,1171,C=1(C=2C(=CC=C(C#N)C2)NC1)CN3CCN(CC3)C=4C(Cl)=CC=CC4
HDJCZKUMAPSZET-UHFFFAOYNA-N,CHEMBL1083815,1813,A,6.2,chembl20,614247,9606,DRD2,1171,C1CN(CCN2CCCCCC2)C(=O)N1C3=CC=NC=C3
AUQZROKGNYIFMG-UHFFFAOYNA-N,CHEMBL193620,1813,A,6.15,chembl20,302474,9606,DRD2,1171,N1(C(CC2(CC1=O)CCCC2)=O)CCN3CCN(C4=CC(F)=C(C=C4F)F)CC3
FDBKWBKBMRKPJG-UHFFFAOYNA-N,45271653,1813,A,5.04096,pubchem,427639,9606,DRD2,1171,O(C1=CC=C(N2CCN(CC2)CC=3N4C(=NC3C)C=C(N=C4)C)C=C1)C
FHPIXVHJEIZKJW-UHFFFAOYNA-N,CHEMBL1125,1813,A,8.05,chembl20,60237,9606,DRD2,1171,C1=CC2=C(C=C1)NC3=C(C=C(S3)C)C(N4CCNCC4)=N2
UYSWWUHGOKVFCN-UHFFFAOYNA-N,90644078,1813,A,7.52288,pubchem,1152669,9606,DRD2,1171,ClC1=CC=2SC(S(=O)(=O)NCCCN3CCN(CC3)C4=NOC5=C4C=CC=C5)=CC2C=C1
FBQVSOZYMOLIKP-PWQNMDBTNA-N,CHEMBL1788191,1813,A,6.04,chembl20,60557,9606,DRD2,1171,N1(C(CC(CC1=O)(C)C)=O)CCCCN([C@@H]2CC=3C=4C=C(C(=O)N)NC4C=CC3CC2)CCC
